Transaction_ID,Interaction_Speed,Input_Hesitation,Repeated_Attempts,Device_Type,IP_Location,Typing_Patterns,User_History,Session_Length,Geographical_Anomaly,Browser_Change,Uncommon_Service,Fraud
32,2.76067179,0,1,1,6,1,2,140,1,0,0,0
33,2.469142778,1,0,3,7,1,2,310,1,0,1,0
34,3.614192285,1,0,2,7,1,3,230,1,1,1,0
35,2.578426335,1,2,3,3,1,2,360,0,0,1,0
36,2.921453642,1,0,3,7,0,2,390,1,1,0,0
37,2.819606657,1,1,1,2,1,2,300,1,0,1,0
38,2.254530197,0,0,4,4,0,2,340,1,0,0,0
39,3.046381377,1,1,1,4,0,2,290,1,0,1,0
40,2.202654994,1,2,1,6,0,3,150,0,1,1,0
41,3.16028549,1,1,3,7,0,2,170,1,0,0,0
42,3.201301597,1,0,4,1,1,2,250,1,0,0,0
43,2.049164904,1,0,3,4,0,2,280,1,0,0,0
44,3.088996894,1,1,2,7,0,2,370,1,1,0,0
45,2.117808874,1,1,2,6,1,2,390,1,1,1,0
46,3.259246691,1,2,4,3,0,2,150,1,1,1,0
47,2.549755536,1,0,2,4,1,2,320,0,1,0,0
48,2.495321367,1,2,1,2,0,2,290,1,0,0,0
49,2.792415943,0,0,2,2,0,2,310,1,1,0,0
50,2.708628322,1,0,3,7,1,2,210,1,1,1,0
51,2.225109452,1,1,1,8,0,2,330,1,1,1,0
52,2.228397396,1,1,1,8,1,2,330,1,1,1,0
53,1.55354714,1,1,1,6,1,3,270,0,0,1,0
54,1.086058885,1,1,4,4,1,2,310,1,0,1,0
55,3.316160622,0,0,1,7,1,2,380,1,0,0,0
56,2.52000315,1,0,1,7,0,1,270,1,0,1,0
57,1.693816387,1,1,1,8,0,3,300,1,1,1,0
58,3.395304026,0,3,1,7,1,3,370,0,1,0,0
59,3.10811716,1,0,1,2,1,3,280,1,0,1,0
60,2.249119791,1,1,1,8,1,2,270,1,1,1,0
61,2.916997762,0,0,1,8,0,2,160,0,0,0,0
62,2.401531099,1,1,2,4,0,2,220,1,0,1,0
63,2.822259716,0,1,2,4,1,2,350,0,1,0,0
64,3.085159032,1,1,3,5,0,2,350,1,1,0,0
65,3.09291661,0,0,2,5,0,3,220,1,1,1,0
66,3.188087578,1,0,4,6,1,2,200,1,1,1,0
67,3.706698277,1,0,3,6,1,2,330,1,1,0,0
68,2.60328106,1,0,2,3,1,2,130,0,0,1,0
69,3.14255091,0,1,2,3,1,1,160,1,0,1,0
70,2.019002088,1,0,1,2,0,2,360,0,1,1,0
71,2.137888243,1,1,4,4,0,2,340,1,1,1,0
72,1.950285092,0,0,1,7,1,2,160,1,0,0,0
73,2.403476695,1,0,2,8,1,1,330,1,1,1,0
74,1.947855779,1,0,4,6,0,2,360,1,0,0,0
75,3.07220022,1,0,3,4,1,2,260,1,1,1,0
76,2.249279025,1,0,3,3,1,2,270,1,0,1,0
77,2.512162418,1,1,3,6,1,2,290,0,1,0,0
78,2.893883706,1,1,3,7,0,2,350,1,1,0,0
79,2.595412179,1,1,1,7,0,2,350,1,0,0,0
80,2.611043082,1,1,1,7,0,3,220,0,1,0,0
81,3.395963895,1,1,1,3,1,2,260,0,1,1,0
82,2.643796023,1,0,4,2,0,2,330,0,1,0,0
83,2.019058697,0,0,1,7,0,1,160,0,0,1,0
84,2.85546162,1,0,3,4,1,2,380,1,1,1,0
85,3.272710729,1,1,4,5,1,3,240,1,1,1,0
86,1.831166167,1,2,3,8,1,2,320,1,0,0,0
87,2.808767457,1,0,2,8,1,2,340,0,1,1,0
88,2.75587348,1,2,3,2,0,2,250,1,1,0,0
89,3.969754761,1,1,1,5,1,2,380,1,0,0,0
90,2.757406072,1,0,4,6,0,2,220,1,0,1,0
91,3.125479401,0,0,4,1,0,2,200,1,1,1,0
92,2.651149618,1,0,3,4,1,2,320,1,1,1,0
93,2.378557608,1,2,3,1,0,2,290,1,1,0,0
94,2.802900408,1,0,3,8,1,2,270,1,1,1,0
95,2.671051707,1,2,4,5,0,2,230,1,0,1,0
96,2.460369167,1,0,4,4,0,2,280,0,1,1,0
97,2.332549493,1,1,1,8,0,2,260,0,0,0,0
98,2.891101496,1,0,4,8,0,2,270,1,1,1,0
99,2.633840865,1,0,3,7,0,2,240,1,1,0,0
100,2.968698352,0,2,1,4,1,2,240,1,1,1,0
101,2.539855299,0,0,4,8,0,1,250,0,0,1,0
102,3.214893188,1,1,3,1,0,2,300,1,1,1,0
103,1.949084777,0,1,2,7,1,3,350,1,1,0,0
104,2.217397789,1,0,4,2,0,3,240,1,0,1,0
105,2.296634329,1,0,3,2,1,3,270,1,1,1,0
106,2.750051118,1,0,1,4,0,2,340,1,1,0,0
107,3.120248333,1,0,1,7,0,2,340,0,0,1,0
108,2.908193836,0,0,2,3,0,2,90,1,1,0,0
109,3.390027073,1,0,1,2,0,2,200,1,1,1,0
110,2.319829017,0,0,2,5,0,3,250,0,1,1,0
111,2.811309885,1,0,4,6,0,2,190,1,1,0,0
112,3.523127129,1,0,2,1,0,2,280,1,0,1,0
113,2.979682162,1,2,3,5,0,1,190,1,1,1,0
114,3.162151981,0,1,4,8,1,2,250,1,0,0,0
115,3.096476712,0,0,3,7,0,1,210,1,1,1,0
116,3.161875925,1,1,1,2,0,2,210,1,1,0,0
117,3.242221422,1,1,2,4,0,2,380,1,1,1,0
118,2.550261873,0,1,2,3,0,3,230,1,1,1,0
119,2.322269633,0,1,3,1,0,2,160,1,1,1,0
120,2.646519998,1,0,1,4,0,2,300,0,1,1,0
121,3.237802895,0,2,4,6,0,2,280,1,1,0,0
122,3.247597896,1,1,1,1,0,2,220,1,0,1,0
123,2.446745824,1,0,2,8,1,2,260,1,0,0,0
124,2.587111586,0,0,3,4,0,2,260,1,0,0,0
125,2.804369321,0,0,2,4,0,1,200,1,1,1,0
126,2.563006356,1,0,1,1,1,2,300,1,1,0,0
127,2.791023392,1,0,3,3,0,2,380,1,1,0,0
128,3.225606394,0,2,4,3,0,2,200,1,0,0,0
129,3.60716757,1,0,3,1,0,2,210,1,0,1,0
130,3.399710086,0,1,1,7,0,2,320,1,0,1,0
131,2.73056058,1,2,3,2,0,1,220,1,1,0,0
132,1.82291925,1,0,2,5,0,2,330,0,0,0,0
133,2.605375868,1,0,2,7,0,2,240,1,1,0,0
134,2.882767211,1,0,1,3,1,3,200,1,0,0,0
135,1.727695365,0,1,1,5,1,2,390,1,0,0,0
136,2.827824869,1,0,3,2,0,1,320,1,1,0,0
137,2.401959858,1,1,3,4,1,2,170,1,1,0,0
138,3.272915739,0,0,1,7,1,2,330,0,0,1,0
139,2.770809988,1,0,1,7,0,2,230,1,0,0,0
140,1.831357937,0,0,1,3,1,2,250,1,0,1,0
141,2.046797696,1,1,4,6,0,3,160,1,1,1,0
142,2.191316622,1,0,2,7,0,2,250,1,0,1,0
143,2.931365094,1,0,2,6,0,2,310,1,0,0,0
144,2.304207964,1,0,4,1,0,3,230,1,1,1,0
145,3.259810844,0,0,4,7,0,2,350,1,1,1,0
146,2.796825292,0,0,4,2,0,2,310,1,0,1,0
147,2.939289408,1,0,1,2,0,2,230,0,0,0,0
148,2.463043601,1,0,2,4,0,2,150,1,0,1,0
149,3.132655403,0,1,3,1,0,2,340,1,0,1,0
150,2.257329081,0,2,3,2,0,1,340,1,1,1,0
151,1.628981032,0,0,2,8,1,3,230,1,0,1,0
152,3.213862076,0,2,1,5,0,1,230,0,1,1,0
153,2.780365282,1,0,4,1,1,3,210,1,1,1,0
154,2.93726,1,0,2,8,1,2,150,0,1,0,0
155,3.815141742,1,1,4,3,0,1,270,0,1,0,0
156,1.744431283,1,1,3,6,0,3,290,1,1,1,0
157,2.608674395,0,0,2,4,0,2,230,1,0,1,0
158,2.070821022,1,0,2,2,0,2,350,0,1,0,0
159,2.204899481,0,1,4,7,0,2,210,1,1,1,0
160,3.175166488,0,0,4,1,0,2,300,1,1,1,0
161,2.828010731,1,0,4,2,1,1,290,0,1,1,0
162,2.513481001,1,0,1,1,0,3,240,1,1,1,0
163,2.00483445,1,0,1,1,0,2,220,1,0,0,0
164,3.111363034,1,2,4,8,1,2,190,1,0,1,0
165,2.4558747,1,1,2,8,0,2,180,1,0,1,0
166,2.121199892,1,0,4,1,0,1,220,1,1,0,0
167,3.174713374,1,1,2,4,0,2,290,1,1,0,0
168,2.444975769,1,0,4,4,1,2,110,0,0,1,0
169,2.562618119,0,0,1,4,0,1,80,1,1,0,0
170,2.575082532,1,0,1,8,1,2,230,1,1,1,0
171,3.580843673,1,0,1,4,0,2,120,1,0,0,0
172,2.4077291,1,1,2,6,0,2,180,1,0,0,0
173,2.425151471,1,2,2,7,0,2,240,0,1,1,0
174,3.35542278,1,0,1,1,1,2,170,0,1,1,0
175,3.228648078,0,0,2,5,0,2,240,1,1,0,0
176,3.936149541,1,1,1,6,1,2,310,1,0,1,0
177,3.00605478,1,0,3,5,0,2,230,0,1,1,0
178,2.190757033,1,0,3,8,0,2,300,1,1,1,0
179,2.10668347,1,1,3,2,0,2,300,1,1,0,0
180,2.446820178,1,0,2,4,0,2,280,1,0,1,0
181,2.619806911,1,0,1,2,0,2,360,1,0,1,0
182,2.726692588,1,1,1,7,0,2,270,0,0,0,0
183,1.709730229,1,1,4,6,1,2,440,0,0,0,0
184,2.723499624,0,2,3,6,0,3,180,1,0,1,0
185,2.749203085,0,0,3,7,0,2,240,1,1,1,0
186,3.215153816,1,1,1,7,0,2,350,0,1,0,0
187,2.770859302,1,0,3,4,0,2,350,1,0,1,0
188,1.280192628,0,0,3,5,1,1,150,1,1,0,0
189,2.852558946,0,0,3,7,1,1,130,1,0,1,0
190,2.653384874,1,0,1,3,0,2,280,1,1,0,0
191,2.736407061,1,0,3,2,0,3,230,0,1,0,0
192,2.68344385,1,0,3,2,0,2,330,1,1,1,0
193,2.898221966,1,1,4,7,1,3,330,1,0,0,0
194,2.746960988,1,1,2,2,0,2,190,1,1,1,0
195,2.616563101,1,2,1,5,1,2,390,1,1,1,0
196,3.131396796,1,1,3,3,1,3,120,1,1,1,0
197,3.299167799,1,0,4,2,0,2,150,1,1,0,0
198,1.641297363,1,2,2,7,1,3,300,1,1,1,0
199,2.864844114,0,0,2,2,0,2,340,1,1,0,0
200,2.966881281,0,0,4,5,0,2,290,0,0,1,0
201,3.129651692,1,0,1,1,0,2,270,1,0,0,0
202,3.099186775,1,0,4,3,0,2,380,1,1,0,0
203,3.12957492,0,0,3,4,1,2,360,0,1,0,0
204,3.340676924,1,0,2,6,0,2,260,0,0,0,0
205,3.450479633,1,1,4,2,0,2,350,1,0,0,0
206,1.830856164,0,0,3,5,1,2,310,1,1,0,0
207,3.109817861,1,0,2,1,0,2,320,0,1,1,0
208,2.452763551,1,1,2,4,0,3,350,1,1,1,0
209,3.001339276,0,2,2,2,1,2,180,1,1,0,0
210,2.408349485,1,1,4,2,1,1,290,1,1,0,0
211,2.781679062,0,1,4,5,0,2,320,0,1,1,0
212,2.548916699,1,0,1,1,0,2,170,1,0,1,0
213,3.602778291,1,2,2,7,0,3,320,1,1,1,0
214,2.032944878,1,2,3,3,0,2,270,1,1,0,0
215,2.743799285,1,1,2,5,0,2,300,0,0,0,0
216,3.183490942,1,1,4,5,1,2,340,0,1,0,0
217,2.635165556,1,0,4,7,0,2,370,1,0,1,0
218,3.043556148,0,1,3,4,1,2,160,1,1,0,0
219,2.792807915,1,1,2,2,0,2,210,1,0,0,0
220,3.316789157,1,1,1,6,1,1,290,0,1,1,0
221,2.05342725,1,1,4,2,0,2,250,0,1,1,0
222,2.698727264,1,1,2,4,1,2,270,1,1,0,0
223,3.228608337,0,1,3,1,0,2,300,1,1,1,0
224,2.952444063,1,1,4,4,0,2,140,0,0,0,0
225,2.878037197,1,2,2,3,1,3,230,0,0,1,0
226,2.86107179,1,1,1,2,0,2,300,0,0,0,0
227,2.520684921,1,0,3,2,0,1,290,1,0,0,0
228,2.148554859,0,1,4,1,0,3,320,0,0,1,0
229,2.652478978,1,0,2,7,0,1,300,0,1,1,0
230,3.033374284,0,3,4,7,1,2,330,0,0,1,0
231,2.980393506,0,0,1,6,0,2,170,1,0,1,0
232,2.739687319,1,2,2,4,1,2,340,1,0,0,0
233,2.612169758,1,1,4,5,1,2,350,1,1,1,0
234,3.472082165,1,0,4,7,0,2,290,1,1,1,0
235,2.788469594,0,1,3,6,0,2,310,0,1,1,0
236,3.783795015,0,0,4,1,0,2,70,1,1,0,0
237,2.827953657,1,0,2,7,1,3,340,1,1,0,0
238,3.31274239,1,0,2,5,1,1,390,0,1,1,0
239,1.6028955,1,1,3,3,0,1,260,1,0,1,0
240,3.083840703,1,0,3,7,0,2,230,1,1,0,0
241,2.426418561,0,0,3,7,0,3,320,0,0,0,0
242,2.617686715,1,0,4,6,0,2,220,0,0,1,0
243,2.524190918,0,1,2,3,1,2,150,1,1,1,0
244,3.19708891,1,1,4,5,0,2,420,0,0,1,0
245,2.955018227,1,1,2,4,0,1,390,1,1,1,0
246,3.046399477,1,0,2,6,0,2,360,0,1,0,0
247,2.733454526,1,0,2,3,1,2,230,1,1,1,0
248,2.629758371,1,0,2,8,1,2,310,1,1,1,0
249,2.340304551,1,1,3,5,0,3,330,0,1,1,0
250,3.116542403,1,0,2,3,0,3,190,0,0,1,0
251,2.620293651,1,1,4,5,0,2,130,1,0,1,0
252,3.182198137,1,1,2,8,0,2,290,1,1,1,0
253,2.528166945,1,1,1,6,0,2,320,1,1,0,0
254,3.350707412,1,0,2,5,0,2,200,1,0,1,0
255,2.469140925,1,1,2,1,0,1,270,1,1,0,0
256,2.874873822,1,0,3,6,1,2,200,1,1,1,0
257,2.975636725,0,0,4,4,0,2,290,1,0,1,0
258,2.503428915,1,0,4,6,0,2,310,1,0,1,0
259,2.158003192,0,1,2,6,1,2,380,1,1,1,0
260,1.800110011,1,1,3,8,0,1,440,1,1,1,0
261,3.77113409,0,1,3,1,0,1,330,0,0,1,0
262,2.920931159,1,0,1,5,0,3,360,0,1,1,0
263,3.369523181,1,4,2,4,0,2,290,0,1,1,0
264,3.1485272,0,0,2,1,1,2,190,1,1,1,0
265,3.236853336,0,1,4,3,0,3,310,1,1,1,0
266,1.827639709,0,0,3,8,0,3,240,0,1,1,0
267,2.875014095,0,0,2,8,1,3,270,1,1,1,0
268,2.040729694,1,0,3,8,0,2,280,1,1,1,0
269,3.267964289,1,2,4,6,0,2,160,1,1,1,0
270,2.868769267,1,1,1,6,0,2,220,1,0,1,0
271,2.697731405,1,0,1,8,0,3,210,1,0,1,0
272,2.944863538,1,1,3,2,0,2,180,0,1,1,0
273,1.972169171,1,0,1,1,1,3,210,1,1,0,0
274,2.679745221,1,1,2,4,0,2,230,1,1,1,0
275,2.90218683,1,0,2,7,0,1,290,1,0,0,0
276,2.966645291,1,0,1,2,0,2,250,1,0,0,0
277,2.676419335,0,0,4,4,0,2,310,0,0,0,0
278,2.363904,0,0,2,7,0,3,400,1,1,1,0
279,3.03928606,0,0,3,2,0,1,290,0,1,0,0
280,2.886492462,0,0,1,7,0,1,150,0,1,1,0
281,2.510295136,0,0,4,8,1,2,240,1,1,0,0
282,2.204022913,1,0,3,4,0,2,290,1,0,1,0
283,3.074408558,0,1,1,1,0,2,350,0,0,0,0
284,2.705875175,1,1,3,4,0,2,320,0,0,0,0
285,3.023902373,1,0,3,7,0,3,160,1,1,1,0
286,2.580387088,1,1,4,8,0,1,250,0,1,0,0
287,2.748479811,1,1,2,3,0,3,300,1,1,1,0
288,2.933694483,1,1,2,1,0,1,290,1,0,0,0
289,2.427022598,1,0,2,3,1,2,310,0,1,1,0
290,2.274371658,1,1,2,8,1,2,260,1,1,0,0
291,2.650798459,1,1,4,6,0,2,320,0,0,1,0
292,2.350511575,0,1,3,7,1,3,280,1,1,1,0
293,2.251900426,1,1,1,6,1,2,250,1,0,1,0
294,3.119073362,1,2,1,5,0,1,340,1,1,1,0
295,3.01156028,1,0,4,6,0,2,210,1,1,0,0
296,2.699598898,1,1,1,5,0,2,90,1,0,1,0
297,1.650618277,0,0,3,3,1,2,240,1,1,1,0
298,1.566597722,1,1,2,8,0,2,170,1,0,0,0
299,1.995263464,1,0,3,5,0,1,400,1,1,0,0
300,1.251670631,0,1,4,7,0,2,280,1,1,1,0
301,1.526581353,1,0,3,5,0,2,310,1,1,1,0
302,2.499793414,1,0,1,1,1,2,270,0,1,0,0
303,3.118464955,1,0,4,5,0,3,290,1,1,1,0
304,1.40651794,0,3,3,7,0,2,250,0,1,1,0
305,3.225807359,0,1,4,4,1,2,210,1,1,1,0
306,3.361680827,1,1,1,8,0,2,290,0,1,0,0
307,3.194129205,1,1,1,4,0,2,310,1,1,0,0
308,2.910660569,1,1,4,5,0,2,160,1,1,1,0
309,3.056279377,1,2,4,3,0,2,310,0,0,1,0
310,2.625843549,0,0,3,7,1,2,290,1,1,1,0
311,2.973435267,1,3,1,5,0,1,240,0,0,1,0
312,2.757055007,1,0,3,7,0,2,350,1,1,0,0
313,2.0271329,0,1,2,7,0,2,340,0,1,1,0
314,2.918581908,1,1,1,2,0,2,330,0,0,0,0
315,3.313318292,1,1,4,8,1,2,120,1,1,1,0
316,3.143206837,0,1,2,6,0,2,330,1,1,0,0
317,2.703918992,1,1,2,4,1,3,210,1,0,0,0
318,2.661157329,1,0,4,1,0,1,260,1,1,0,0
319,2.508581351,1,0,4,8,0,2,270,0,0,1,0
320,2.037708303,1,0,3,2,1,3,220,1,1,1,0
321,2.4643252,1,0,1,7,0,2,180,1,1,1,0
322,2.516767792,1,0,3,8,0,2,180,1,0,1,0
323,2.885075158,1,0,1,4,0,2,260,1,0,0,0
324,2.83804028,1,0,4,5,0,2,350,1,0,1,0
325,3.254881391,1,0,4,2,0,2,320,1,1,1,0
326,2.596283647,1,0,3,7,0,2,280,0,0,1,0
327,2.806297809,1,0,3,7,0,2,420,1,1,1,0
328,2.902828068,1,0,2,4,0,2,240,1,1,0,0
329,3.205278289,1,0,4,3,1,2,210,1,1,0,0
330,2.696706595,1,0,4,8,1,2,200,1,0,0,0
331,2.912387616,1,0,4,1,0,2,380,1,1,1,0
332,2.212202281,0,1,2,7,0,2,310,1,1,1,0
333,2.671870817,0,1,3,3,0,2,280,0,1,1,0
334,3.097905003,1,0,3,7,1,2,380,0,1,1,0
335,2.97662018,1,0,2,2,1,2,240,1,0,1,0
336,2.74267726,1,2,1,8,1,2,300,0,1,1,0
337,2.395989531,1,0,1,6,1,2,230,1,0,0,0
338,3.326848745,1,0,1,2,0,3,290,1,0,1,0
339,2.717123497,1,0,2,3,0,3,170,1,0,1,0
340,3.779967334,1,0,4,4,0,2,280,1,1,1,0
341,2.433577252,1,1,4,6,0,2,250,1,1,0,0
342,3.283666475,0,0,3,5,0,2,160,0,1,0,0
343,2.021278874,1,3,4,3,0,2,330,1,1,0,0
344,2.700421276,1,0,1,7,0,2,240,1,0,1,0
345,2.435610691,1,0,1,5,1,2,270,0,0,1,0
346,2.902266623,1,2,2,6,0,2,140,1,1,1,0
347,3.032482094,1,1,3,6,0,1,170,1,0,1,0
348,2.317361722,1,1,3,3,0,3,210,1,0,1,0
349,3.242371839,0,0,4,6,0,2,250,0,1,0,0
350,2.341062388,1,0,4,3,0,3,230,1,0,0,0
351,2.76002818,1,2,1,4,0,1,330,0,0,1,0
352,2.989036439,0,2,4,6,0,2,210,0,0,0,0
353,3.230440485,0,1,2,8,0,2,210,0,1,1,0
354,2.88393151,1,1,3,2,0,3,240,0,1,0,0
355,3.304543129,1,2,4,5,0,2,200,1,1,0,0
356,2.755504724,1,2,1,5,0,1,280,0,0,1,0
357,3.159681039,1,1,2,1,0,2,250,1,0,0,0
358,3.005757022,1,2,1,8,0,2,360,1,0,0,0
359,3.11477603,1,0,1,7,0,2,290,0,1,1,0
360,3.099454103,0,0,4,4,0,3,120,1,0,1,0
361,3.183303871,1,0,1,8,1,2,210,1,1,0,0
362,2.562534469,0,1,1,5,1,1,260,1,1,1,0
363,2.360872094,1,0,1,5,0,1,330,1,1,0,0
364,3.17438409,1,1,3,4,1,2,270,1,1,1,0
365,2.799965452,1,1,2,3,0,2,240,1,1,0,0
366,3.422345691,1,1,4,8,1,3,240,1,1,0,0
367,3.548493465,1,1,4,5,1,3,250,1,0,0,0
368,1.789475579,0,0,4,4,0,2,330,1,1,0,0
369,2.788554797,1,2,2,2,1,3,240,0,0,1,0
370,2.893497099,0,0,3,6,1,2,200,1,1,0,0
371,2.863925652,0,0,4,1,0,2,230,0,1,0,0
372,3.009228139,1,0,1,2,0,1,250,1,1,1,0
373,2.638981692,0,0,1,1,1,3,350,1,1,1,0
374,2.443053738,1,0,4,3,0,2,240,1,0,0,0
375,2.52189631,1,0,1,5,0,3,280,1,0,1,0
376,2.646116974,1,0,3,3,0,3,360,1,0,1,0
377,2.94593516,0,0,1,4,0,3,180,1,1,0,0
378,3.213917018,0,0,3,2,1,2,220,1,0,0,0
379,3.53359428,0,2,3,5,1,1,390,1,1,1,0
380,2.990994523,1,1,4,3,1,2,250,1,1,1,0
381,2.835463413,1,0,3,8,0,2,340,1,1,0,0
382,2.375626975,1,0,4,6,1,2,310,0,0,0,0
383,1.963511384,1,0,4,1,0,2,240,1,1,0,0
384,2.967414684,0,1,3,7,0,2,210,0,1,0,0
385,2.78839631,1,0,4,4,0,3,310,1,1,1,0
386,3.204659062,0,2,2,6,0,3,280,1,1,1,0
387,2.708392898,1,1,4,2,0,2,190,1,0,1,0
388,3.23304092,1,1,2,8,0,2,400,1,0,0,0
389,2.041658728,1,0,4,8,0,1,360,1,0,0,0
390,1.185897595,0,0,2,1,1,2,360,1,0,1,0
391,2.809985383,0,0,2,8,0,2,150,1,0,0,0
392,3.040840233,0,0,4,7,0,2,280,0,0,1,0
393,3.181545926,1,0,3,3,0,1,230,0,1,1,0
394,2.517234949,1,1,4,1,0,3,320,1,1,1,0
395,2.291198681,1,0,3,5,0,1,240,1,0,1,0
396,2.723098111,1,1,4,5,0,2,260,0,1,0,0
397,2.504409732,0,1,1,5,0,2,300,1,1,0,0
398,2.37896562,1,1,2,3,1,3,430,1,1,1,0
399,3.050492564,1,0,3,1,1,2,170,1,1,1,0
400,3.524393759,1,0,3,7,0,2,150,1,0,1,0
401,2.819033441,1,2,4,5,1,2,310,1,1,0,0
402,2.115313313,0,1,3,4,0,2,260,0,1,1,0
403,3.636701613,1,0,4,8,0,3,400,0,0,0,0
404,3.053254449,1,1,4,2,1,2,220,1,0,1,0
405,2.511991071,1,1,4,5,0,2,390,1,0,0,0
406,2.306859317,1,1,1,3,0,2,150,1,1,0,0
407,2.420476565,1,0,4,6,0,3,330,0,0,1,0
408,2.965037669,1,1,4,5,0,2,230,0,0,1,0
409,2.746392029,1,2,2,8,1,2,350,1,1,0,0
410,2.470748421,0,1,1,3,1,2,220,1,1,1,0
411,1.886993361,1,1,2,5,1,2,360,1,1,1,0
412,3.283551278,1,0,1,1,0,1,290,1,1,1,0
413,2.737411944,1,0,4,5,0,2,300,1,0,0,0
414,3.306335226,1,1,1,4,1,3,330,1,0,1,0
415,1.985718314,1,0,3,7,0,2,450,0,0,0,0
416,2.935210438,1,1,1,4,0,2,260,0,1,0,0
417,2.713961438,1,0,1,8,0,2,310,0,0,0,0
418,2.550738215,0,0,1,3,0,2,380,1,1,1,0
419,3.005518451,1,1,1,1,1,2,400,0,0,1,0
420,2.999357688,1,1,4,3,0,2,220,1,1,0,0
421,2.344720168,1,1,2,3,1,2,280,0,1,1,0
422,3.145385305,0,0,2,2,0,3,240,1,1,1,0
423,2.963242129,0,1,4,8,0,2,260,1,0,0,0
424,3.271088589,0,2,3,8,1,1,320,1,0,1,0
425,2.915249261,0,0,2,6,0,2,270,1,0,0,0
426,3.418657746,1,1,2,3,0,2,420,1,1,0,0
427,3.150542196,1,0,1,2,1,2,360,1,0,1,0
428,2.403787064,1,0,3,4,0,3,230,1,1,1,0
429,3.265469504,1,0,3,3,0,2,200,1,0,1,0
430,2.594504238,0,1,4,4,1,3,330,1,0,0,0
431,3.134523922,0,0,3,4,0,2,220,0,0,0,0
432,3.122916427,1,0,2,5,0,3,260,1,1,1,0
433,3.500567336,1,3,2,7,0,1,260,0,0,1,0
434,2.498317078,0,0,1,6,0,2,250,0,1,1,0
435,2.880362135,0,0,3,5,0,2,350,1,0,1,0
436,2.296325035,0,1,2,1,1,2,370,0,1,1,0
437,2.911383717,0,1,4,3,1,2,240,1,0,1,0
438,2.667451578,1,2,1,8,0,2,240,0,0,0,0
439,3.468851147,1,0,2,6,0,3,320,1,0,0,0
440,2.950279023,1,0,1,6,1,2,270,0,1,1,0
441,2.06018387,1,0,1,7,0,2,300,1,1,0,0
442,3.422223898,1,0,4,2,0,2,140,1,1,1,0
443,1.494436969,1,0,4,4,0,2,300,1,0,0,0
444,2.971115384,1,0,2,1,0,2,150,1,1,1,0
445,2.508568763,1,0,4,4,1,2,160,1,1,1,0
446,2.865230917,1,1,2,1,0,1,200,0,1,1,0
447,2.577157167,1,0,4,7,0,2,390,1,1,0,0
448,2.973937749,0,1,1,5,0,1,300,1,1,1,0
449,2.897306604,1,0,4,3,0,2,300,1,0,1,0
450,1.78554658,0,0,1,2,0,2,210,0,1,1,0
451,2.586714777,1,0,1,2,1,2,160,1,1,1,0
452,3.056250873,1,0,2,2,1,2,220,1,1,0,0
453,1.919261277,0,2,1,8,0,3,250,0,0,1,0
454,1.935996484,1,0,3,5,0,2,250,1,1,0,0
455,3.204765062,1,0,3,3,1,2,160,1,0,1,0
456,2.528355556,1,3,4,7,0,2,290,1,0,0,0
457,2.202103447,0,1,3,8,0,1,310,0,1,0,0
458,2.732525482,1,3,3,2,0,1,180,1,1,0,0
459,3.674782351,1,0,3,2,0,3,310,1,1,1,0
460,2.906890339,1,0,3,6,1,2,200,1,0,1,0
